158052,77841,13.663263561141141
158052,118496,12.759471849023535
158052,4760,10.161642857587355
158052,32352,10.138341980265016
158052,6775,9.508453791850746
158052,6701,9.441245394864252
158052,128922,8.861824416899177
158052,79760,8.69339731302017
158052,79994,8.504053884949995
158052,7959,8.234925762000886
260447,118496,17.091623154148007
260447,77841,15.142075729473135
260447,166613,12.84573819256704
260447,169648,11.12146215426925
260447,135848,10.986350994182754
260447,2233,10.915747270537215
260447,71542,10.085188227463624
260447,94074,9.814973073433118
260447,88734,9.711318269043328
260447,105345,9.628468693644642
8206,118496,12.954776715039074
8206,77841,10.343923566518585
8206,6775,7.92333698554133
8206,6701,7.661446587488063
8206,151759,7.579441421841386
8206,6762,7.5686947392069825
8206,135848,7.481377233680049
8206,93014,7.47374813378406
8206,79760,7.420484560553904
8206,94074,7.379090818628753
250666,118496,13.038546164688151
250666,77841,9.83321159394128
250666,4760,9.327400760492635
250666,6701,8.509734041611106
250666,71542,8.330107425672297
250666,2233,7.556025682647313
250666,56602,7.4973553962206525
250666,94074,7.129341070987949
250666,89900,7.037290615338634
250666,166613,6.871880633138989
249942,118496,14.59086984783521
249942,77841,12.212972049993418
249942,57970,9.597987545538544
249942,94074,9.450984339384133
249942,4760,9.293238086783917
249942,56602,8.291861338269964
249942,71542,8.20801541110321
249942,3025,8.04144183133497
249942,169648,7.475065501602194
249942,138808,7.267857117312048
74335,118496,13.730942872854161
74335,77841,12.894822069315069
74335,85542,8.964784814748736
74335,166613,8.964136869912455
74335,169648,8.802817809930128
74335,2233,8.596652504408683
74335,46478,8.029566678550646
74335,79760,8.01581426395068
74335,151759,7.807229367177432
74335,4760,7.789815977026715
249838,118496,15.153531575104562
249838,77841,11.085822076715015
249838,4760,10.264987532913329
249838,79760,8.812946786790453
249838,6701,8.787222154263445
249838,128922,8.506358246798634
249838,94074,8.431208481433124
249838,56602,8.430656112253715
249838,6775,8.258421788703055
249838,25943,8.139252353385096
83438,118496,12.087322048742012
83438,77841,10.695624452769035
83438,4760,8.091987833194322
83438,56602,7.496283031512592
83438,175311,7.01642765305478
83438,94074,6.82658888645392
83438,79760,6.737693599261482
83438,166613,6.73510551653586
83438,6701,6.729034011756092
83438,169648,6.550294425919672
260373,77841,13.062919975963023
260373,118496,11.54612013319924
260373,166613,8.855467678709163
260373,94074,8.613423627632413
260373,151759,8.344736090104941
260373,2233,8.112933449643297
260373,169648,8.055941003799537
260373,109189,7.906448237746754
260373,6701,7.905265128897716
260373,146036,7.863081973335968
25485,118496,13.39099343938169
25485,77841,12.183129955056097
25485,4760,8.746895493471945
25485,166613,8.365497901363003
25485,2233,8.341522014273872
25485,85542,8.2565425880078
25485,169648,8.245405389644933
25485,151759,7.8985357683546935
25485,79760,7.796844463222431
25485,135848,7.317915084841266
137060,118496,15.222734969380758
137060,77841,12.72561239633449
137060,4760,10.585651671942921
137060,6775,10.198931775589376
137060,151759,9.320886887743503
137060,128922,8.723023391787509
137060,169648,8.683039022308096
137060,135848,8.598843480600873
137060,71542,8.541991655985528
137060,6762,8.367462139907998
6558,118496,18.37987420193181
6558,77841,13.618094952127512
6558,4760,12.73917445124764
6558,6775,10.540889122873264
6558,128922,10.204152632315939
6558,79760,10.048114080694598
6558,71542,9.932314261475652
6558,6762,9.909171059683315
6558,56602,9.877391641651368
6558,85542,9.106929159146663
139055,118496,17.111786248587805
139055,77841,14.304750256884242
139055,4760,11.81571454498009
139055,2233,10.67862770885188
139055,71542,10.486168373085551
139055,166613,10.033469763714276
139055,6775,9.98436172503051
139055,151759,9.822932804504946
139055,85542,9.648152781591055
139055,68874,9.635549916480814
205361,118496,15.634548079812962
205361,77841,10.477009973429858
205361,4760,10.17226255977623
205361,71542,8.86736439528638
205361,56602,8.36264777865991
205361,89900,7.95619771653469
205361,68874,7.8661757928229505
205361,169648,7.725579590219946
205361,128922,7.71083848374748
205361,85542,7.623117899112273
26186,118496,17.08650563184963
26186,77841,12.236260198687212
26186,71542,10.623874828829821
26186,4760,10.546669195928123
26186,6701,10.508505730615965
26186,94074,9.693265957767256
26186,56602,9.161105272309763
26186,93014,9.062969710059756
26186,2233,8.951796521576115
26186,26237,8.654516776956918
130080,118496,13.061964025010575
130080,77841,11.341708544264446
130080,4760,9.998680684232596
130080,94074,8.02662301197468
130080,6701,7.917841240387238
130080,6775,7.696064159872734
130080,57970,7.470737664097205
130080,71542,7.3315189697450505
130080,56602,7.320783321331556
130080,32352,7.214952084738825
45037,118496,14.611210542690838
45037,4760,10.583030295288552
45037,6775,10.083971201780114
45037,77841,9.582954848378845
45037,6762,9.030899466617509
45037,128922,8.875721901809852
45037,71542,8.68474425863785
45037,25943,8.188757817219031
45037,6701,8.01826696261754
45037,93014,8.004670426875487
23484,118496,18.314577445792125
23484,77841,16.883796695835883
23484,169648,10.895043552010526
23484,79760,10.879366976858336
23484,94074,10.63493483747169
23484,2233,10.565479079355285
23484,166613,10.554362660433455
23484,85542,10.487414074576042
23484,4760,10.476911311148054
23484,56602,10.087249519486136
25968,118496,14.274217580379222
25968,77841,11.874025934401612
25968,135848,8.489857614386644
25968,4760,8.453615021349805
25968,79760,8.346761892703574
